EFG_PCT_HOME,FT_PER_FGA_HOME,OREB_PCT_HOME,DREB_PCT_HOME,TOV_PCT_HOME,EFG_PCT_AWAY,FT_PER_FGA_AWAY,OREB_PCT_AWAY,DREB_PCT_AWAY,TOV_PCT_AWAY,WL_HOME
0.286516854,0.146067416,0.320754717,0.771428571,0.16206073,0.537037037,0.160493827,0.228571429,0.679245283,0.145574534,L
0.438271605,0.234567901,0.367346939,0.717391304,0.209731544,0.528735632,0.252873563,0.282608696,0.632653061,0.114396339,L
0.43452381,0.226190476,0.326086957,0.755555556,0.144144144,0.512987013,0.207792208,0.244444444,0.673913043,0.134357006,L
0.417647059,0.164705882,0.456521739,0.733333333,0.180847399,0.474683544,0.139240506,0.266666667,0.543478261,0.10938743,L
0.534246575,0.150684932,0.307692308,0.72972973,0.147492625,0.569620253,0.139240506,0.27027027,0.692307692,0.105574324,L
0.576923077,0.256410256,0.243902439,0.547619048,0.149253731,0.5,0.288888889,0.452380952,0.756097561,0.127377717,L
0.435064935,0.220779221,0.333333333,0.725,0.179042593,0.416666667,0.256410256,0.275,0.666666667,0.145461598,L
0.644578313,0.120481928,0.40625,0.622641509,0.174953959,0.411111111,0.266666667,0.377358491,0.59375,0.094860297,W
0.427710843,0.21686747,0.375,0.744680851,0.137061404,0.38125,0.2,0.255319149,0.625,0.152671756,W
0.461538462,0.282051282,0.282051282,0.594594595,0.135344161,0.538461538,0.256410256,0.405405405,0.717948718,0.15048909,L
0.470588235,0.376470588,0.306122449,0.755102041,0.080645161,0.403614458,0.21686747,0.244897959,0.693877551,0.161348153,W
0.598765432,0.234567901,0.294117647,0.787234043,0.105891413,0.397260274,0.273972603,0.212765957,0.705882353,0.148221344,W
0.621794872,0.179487179,0.303030303,0.666666667,0.214056368,0.397849462,0.182795699,0.333333333,0.696969697,0.171624714,W
0.36,0.173333333,0.224489796,0.8,0.145772595,0.552238806,0.179104478,0.2,0.775510204,0.183189655,L
0.5,0.234567901,0.295454545,0.788461538,0.15227517,0.355421687,0.144578313,0.211538462,0.704545455,0.193321617,W
0.467948718,0.141025641,0.261904762,0.71875,0.130837359,0.536231884,0.275362319,0.28125,0.738095238,0.179324895,L
0.524096386,0.120481928,0.25,0.794871795,0.131777108,0.440789474,0.236842105,0.205128205,0.75,0.197665663,W
0.488764045,0.157303371,0.361702128,0.848484848,0.110619469,0.573333333,0.186666667,0.151515152,0.638297872,0.186420722,W
0.433823529,0.279411765,0.405405405,0.771428571,0.196524617,0.457746479,0.126760563,0.228571429,0.594594595,0.155832591,W
0.41875,0.2625,0.413043478,0.773584906,0.17876296,0.353658537,0.182926829,0.226415094,0.586956522,0.0975039,W
0.467948718,0.294871795,0.275,0.733333333,0.165502023,0.346590909,0.227272727,0.266666667,0.725,0.139664804,W
0.481012658,0.189873418,0.179487179,0.666666667,0.149105368,0.51875,0.35,0.333333333,0.820512821,0.126949583,L
0.525641026,0.217948718,0.166666667,0.75,0.175212099,0.390243902,0.280487805,0.25,0.833333333,0.135037811,W
0.616883117,0.090909091,0.24137931,0.697674419,0.137711864,0.426829268,0.268292683,0.302325581,0.75862069,0.096264921,W
0.541666667,0.263888889,0.216216216,0.736842105,0.178217822,0.415492958,0.366197183,0.263157895,0.783783784,0.182551883,W
0.568181818,0.170454545,0.325,0.744680851,0.162226776,0.483695652,0.206521739,0.255319149,0.675,0.121485595,W
0.524691358,0.160493827,0.128205128,0.695652174,0.09274526,0.41011236,0.08988764,0.304347826,0.871794872,0.151569187,W
0.338709677,0.182795699,0.309090909,0.76,0.096019553,0.395348837,0.069767442,0.24,0.690909091,0.14113662,W
0.408045977,0.218390805,0.396226415,0.5625,0.092216894,0.62,0.173333333,0.4375,0.603773585,0.185619383,L
0.61875,0.2375,0.34375,0.659090909,0.18018018,0.441176471,0.247058824,0.340909091,0.65625,0.168577208,W
0.38961039,0.090909091,0.127659574,0.697674419,0.147430497,0.386666667,0.24,0.302325581,0.872340426,0.16025641,L
0.463768116,0.304347826,0.387096774,0.717391304,0.17368206,0.412162162,0.256756757,0.282608696,0.612903226,0.168851808,W
0.44375,0.4,0.227272727,0.840909091,0.131671348,0.506024096,0.168674699,0.159090909,0.772727273,0.176803395,W
0.487654321,0.209876543,0.162790698,0.70212766,0.106796117,0.357142857,0.272727273,0.29787234,0.837209302,0.197628458,W
0.549382716,0.234567901,0.244444444,0.68627451,0.08,0.425,0.2,0.31372549,0.755555556,0.123951182,W
0.479452055,0.068493151,0.117647059,0.765957447,0.191326531,0.428571429,0.168831169,0.234042553,0.882352941,0.13905443,L
0.514705882,0.235294118,0.333333333,0.675675676,0.228446563,0.450704225,0.281690141,0.324324324,0.666666667,0.205640423,W
